user_id,email,username,age,department,position
20030,kate.bauer@enron.com,kate.bauer,58,法务部,主管
20031,home.a@enron.com,home.a,53,销售部,分析师
20032,steve.venturatos@enron.com,steve.venturatos,51,财务部,专员
20033,debbie.mcallister@enron.com,debbie.mcallister,30,人力资源,分析师
20034,gerald.emesih@enron.com,gerald.emesih,57,管理层,分析师
20035,shahnaz.lakho@enron.com,shahnaz.lakho,59,销售部,总监
20036,sean.kiehne@enron.com,sean.kiehne,47,法务部,主管
20037,tom.moran@enron.com,tom.moran,30,客服部,经理
20038,a..allen@enron.com,a..allen,25,市场部,主管
20039,sheri.jordan@enron.com,sheri.jordan,32,销售部,总监
20040,#26.training@enron.com,#26.training,26,销售部,助理
20041,jim@smartprice.com,jim,60,客服部,总监
20042,lisa.burnett@enron.com,lisa.burnett,38,技术部,分析师
20043,dustin.collins@enron.com,dustin.collins,29,管理层,分析师
20044,xtrain01@enron.com,xtrain01,43,市场部,专员
20045,egm <.sharp@enron.com>,egm <.sharp,49,财务部,助理
20046,richard.lassander@enron.com,richard.lassander,22,管理层,总监
20047,tim.o'rourke@enron.com,tim.o'rourke,33,市场部,分析师
20048,damon.mccauley@enron.com,damon.mccauley,41,人力资源,主管
20049,barry.steinhart@enron.com,barry.steinhart,45,财务部,总监
20050,robert.stalford@enron.com,robert.stalford,55,技术部,总监
20051,monica.hwang@enron.com,monica.hwang,42,客服部,经理
20052,michael.seely@enron.com,michael.seely,29,法务部,专员
20053,amber.ebow@enron.com,amber.ebow,37,技术部,主管
20054,janelle.scheuer@enron.com,janelle.scheuer,58,市场部,经理
20055,david.easterby@enron.com,david.easterby,53,市场部,总监
20056,adriana.peterson@enron.com,adriana.peterson,30,财务部,分析师
20057,gallen@thermon.com,gallen,52,财务部,专员
20058,greg.carlson@enron.com,greg.carlson,55,销售部,主管
20059,mrodriguez@nymex.com,mrodriguez,56,人力资源,分析师
20060,danny.conner@enron.com,danny.conner,41,销售部,分析师
20061,neithard.foley@enron.com,neithard.foley,45,客服部,总监
20062,alok.garg@enron.com,alok.garg,50,市场部,主管
20063,donald.graves@enron.com,donald.graves,36,市场部,专员
20064,jason.fischer@enron.com,jason.fischer,23,人力资源,总监
20065,trang.le@enron.com,trang.le,36,技术部,经理
20066,johnson.leo@enron.com,johnson.leo,25,人力资源,经理
20067,matt.harris@enron.com,matt.harris,24,法务部,经理
20068,david.woodstrom@enron.com,david.woodstrom,54,人力资源,专员
20069,lisa.yoho@enron.com,lisa.yoho,53,人力资源,总监
20070,shannon.groenewold@enron.com,shannon.groenewold,30,客服部,主管
20071,approval.eol.gas.traders@enron.com,approval.eol.gas.traders,52,销售部,主管
20072,peter.berzins@enron.com,peter.berzins,28,市场部,分析师
20073,hai.chen@enron.com,hai.chen,49,法务部,助理
20074,gary.hickerson@enron.com,gary.hickerson,48,客服部,分析师
20075,john.disturnal@enron.com,john.disturnal,25,市场部,经理
20076,jhershey@sempratrading.com,jhershey,47,法务部,经理
20077,john.chappell@enron.com,john.chappell,37,人力资源,主管
20078,amy.cavazos@enron.com,amy.cavazos,56,客服部,主管
20079,heather.dunton@enron.com,heather.dunton,49,财务部,专员
20080,dave.perrino@enron.com,dave.perrino,51,人力资源,经理
20081,robert.badeer@enron.com,robert.badeer,50,市场部,经理
20082,ginger.sinclair@enron.com,ginger.sinclair,56,技术部,经理
20083,hillary.mack@enron.com,hillary.mack,37,财务部,助理
20084,m..tholt@enron.com,m..tholt,53,客服部,主管
20085,chad.south@enron.com,chad.south,47,技术部,主管
20086,larry.ciscon@enron.com,larry.ciscon,46,技术部,助理
20087,jeff.king@enron.com,jeff.king,38,客服部,专员
20088,chevondra.auzenne@enron.com,chevondra.auzenne,49,客服部,主管
20089,strawbale@crest.org,strawbale,34,管理层,主管
20090,jess.hewitt@enron.com,jess.hewitt,25,技术部,分析师
20091,david.fairley@enron.com,david.fairley,42,技术部,经理
20092,gil.muhl@enron.com,gil.muhl,59,客服部,总监
20093,andrew_m_ozuna@mail.bankone.com,andrew_m_ozuna,55,财务部,经理
20094,scrumbling@houstonballet.org,scrumbling,54,市场部,主管
20095,wayne.vinson@enron.com,wayne.vinson,26,市场部,分析师
20096,joann.collins@enron.com,joann.collins,37,销售部,经理
20097,n..gray@enron.com,n..gray,58,人力资源,总监
20098,julie.clyatt@enron.com,julie.clyatt,60,技术部,总监
20099,clinton.hurt@enron.com,clinton.hurt,27,销售部,分析师
20100,e-mail <.melissa@enron.com>,e-mail <.melissa,59,法务部,专员
20101,info@winebid.com,info,35,法务部,主管
20102,dl-ga-all_enron_worldwide2@enron.com,dl-ga-all_enron_worldwide2,38,销售部,主管
20103,jeffrey.keeler@enron.com,jeffrey.keeler,41,客服部,专员
20104,jane.tholt@enron.com,jane.tholt,26,技术部,助理
20105,kim.durham@enron.com,kim.durham,58,市场部,经理
20106,greg.couch@enron.com,greg.couch,56,人力资源,总监
20107,arun.balasundaram@enron.com,arun.balasundaram,38,财务部,专员
20108,matthew.arnold@enron.com,matthew.arnold,26,人力资源,专员
20109,mark.koenig@enron.com,mark.koenig,40,财务部,助理
20110,robert.wheeler@enron.com,robert.wheeler,56,管理层,总监
20111,cortwine@aol.com,cortwine,55,技术部,分析师
20112,christie.manck@enron.com,christie.manck,57,管理层,分析师
20113,geoffrey.allen@enron.com,geoffrey.allen,28,财务部,专员
20114,motaylor@grantthornton.ca,motaylor,29,市场部,分析师
20115,cindy.hudler@enron.com,cindy.hudler,57,财务部,专员
20116,edward.ray@enron.com,edward.ray,40,人力资源,分析师
20117,florence.zoes@enron.com,florence.zoes,43,人力资源,分析师
20118,clayton.seigle@enron.com,clayton.seigle,38,客服部,专员
20119,alfonso.trabulsi@enron.com,alfonso.trabulsi,25,市场部,分析师
20120,tim.asterman@enron.com,tim.asterman,49,管理层,经理
20121,brian.larkin@enron.com,brian.larkin,22,法务部,主管
20122,trey.comiskey@enron.com,trey.comiskey,38,财务部,分析师
20123,e-mail <.dave@enron.com>,e-mail <.dave,50,销售部,总监
20124,joe.stepenovitch@enron.com,joe.stepenovitch,22,市场部,经理
20125,mario.de@enron.com,mario.de,31,技术部,专员
20126,ruth.concannon@enron.com,ruth.concannon,59,财务部,助理
20127,dperwin@aol.com,dperwin,30,技术部,专员
20128,bilal.khaleeq@enron.com,bilal.khaleeq,45,技术部,专员
20129,ksumey@ftenergy.com,ksumey,35,人力资源,分析师
20130,jacqestc@aol.com,jacqestc,28,法务部,总监
20131,bhavna.pandya@enron.com,bhavna.pandya,48,财务部,主管
20132,remi.otegbola@enron.com,remi.otegbola,32,财务部,助理
20133,marc.wharton@enron.com,marc.wharton,23,财务部,分析师
20134,darin.presto@enron.com,darin.presto,43,销售部,分析师
20135,eric.merten@enron.com,eric.merten,37,管理层,主管
20136,jan-erland.bekeng@enron.com,jan-erland.bekeng,28,销售部,经理
20137,scott.hendrickson@enron.com,scott.hendrickson,52,人力资源,主管
20138,sean.riordan@enron.com,sean.riordan,51,法务部,专员
20139,richard.toubia@truequote.com,richard.toubia,36,人力资源,经理
20140,guy.dayvault@enron.com,guy.dayvault,34,销售部,专员
20141,aaron.jang@enron.com,aaron.jang,39,市场部,专员
20142,london.brown@enron.com,london.brown,44,销售部,分析师
20143,husnain.mirza@enron.com,husnain.mirza,56,法务部,经理
20144,doug.leach@enron.com,doug.leach,29,管理层,主管
20145,y..resendez@enron.com,y..resendez,59,管理层,经理
20146,david.ratliff@enron.com,david.ratliff,28,销售部,专员
20147,hong.yu@enron.com,hong.yu,42,销售部,总监
20148,grant.patterson@enron.com,grant.patterson,54,市场部,助理
20149,john.coyle@enron.com,john.coyle,58,人力资源,专员
20150,jeff.golden@enron.com,jeff.golden,24,销售部,经理
20151,michael.mcdonald@enron.com,michael.mcdonald,55,人力资源,专员
20152,john.massey@enron.com,john.massey,49,市场部,分析师
20153,bill.white@enron.com,bill.white,43,法务部,分析师
20154,yahoo-delivers@yahoo-inc.com,yahoo-delivers,29,管理层,总监
20155,undisclosed.recipients@mailman.enron.com,undisclosed.recipients,41,销售部,专员
20156,david.hanslip@enron.com,david.hanslip,47,管理层,总监
20157,christopher.godward@enron.com,christopher.godward,30,人力资源,助理
20158,mark.whitt@enron.com,mark.whitt,46,财务部,总监
20159,s..shively@enron.com,s..shively,58,管理层,助理
20160,farace.rick@enron.com,farace.rick,57,技术部,专员
20161,votruba@worldnet.att.net,votruba,40,人力资源,助理
20162,store-news@amazon.com,store-news,59,法务部,助理
20163,lisa.lees@enron.com,lisa.lees,50,客服部,分析师
20164,john.suarez@enron.com,john.suarez,35,客服部,分析师
20165,kevin.mcgowan@enron.com,kevin.mcgowan,32,市场部,专员
20166,paul.mead@enron.com,paul.mead,54,法务部,经理
20167,bjorn.hagelmann@enron.com,bjorn.hagelmann,37,管理层,主管
20168,russ.whitton@enron.com,russ.whitton,34,财务部,经理
20169,ampaez@earthlink.net,ampaez,24,人力资源,助理
20170,homan.amiry@enron.com,homan.amiry,26,客服部,助理
20171,deborah.kallus@enron.com,deborah.kallus,58,人力资源,分析师
20172,sandy.olitsky@enron.com,sandy.olitsky,46,客服部,助理
20173,william.stuart@enron.com,william.stuart,37,财务部,分析师
20174,greg.martin@enron.com,greg.martin,22,市场部,助理
20175,home.john@enron.com,home.john,36,财务部,分析师
20176,brian.wesneske@enron.com,brian.wesneske,55,客服部,经理
20177,felix.buitron@enron.com,felix.buitron,57,人力资源,经理
20178,debra.perlingiere@enron.com,debra.perlingiere,51,财务部,助理
20179,andy.zipper@enron.com,andy.zipper,55,法务部,助理
20180,moe.barbarawi@enron.com,moe.barbarawi,54,销售部,总监
20181,kevin.nordt@enron.com,kevin.nordt,50,财务部,分析师
20182,jason.moore@enron.com,jason.moore,52,客服部,专员
20183,stanley.horton@enron.com,stanley.horton,37,管理层,总监
20184,john.gillis@enron.com,john.gillis,53,人力资源,专员
20185,andrew.miles@enron.com,andrew.miles,50,市场部,分析师
20186,l..nowlan@enron.com,l..nowlan,40,人力资源,专员
20187,annualconference@prosrm.com,annualconference,43,法务部,总监
20188,jpesot@gaoptions.com,jpesot,27,财务部,主管
20189,phillip.k.allen@enron.com,phillip.k.allen,36,销售部,分析师
20190,stevelafontaine@bankofamerica.com,stevelafontaine,31,人力资源,经理
20191,cindy.long@enron.com,cindy.long,48,销售部,专员
20192,calvinniggemann1511@bikerider.com,calvinniggemann1511,56,客服部,助理
20193,e-mail <.david@enron.com>,e-mail <.david,25,人力资源,助理
20194,mary.schoen@enron.com,mary.schoen,46,技术部,总监
20195,clayton.rondeau@enron.com,clayton.rondeau,46,客服部,经理
20196,sarah.mulholland@enron.com,sarah.mulholland,44,管理层,助理
20197,grensheltr@aol.com,grensheltr,48,人力资源,助理
20198,jeff.cobb@enron.com,jeff.cobb,36,管理层,助理
20199,customerservice@tdwaterhouse.com,customerservice,53,技术部,助理
20200,melissaspears@open2win.oi3.net,melissaspears,43,销售部,分析师
20201,ana.agudelo@enron.com,ana.agudelo,32,客服部,主管
20202,kelly.holman@enron.com,kelly.holman,56,技术部,助理
20203,fraisy.george@enron.com,fraisy.george,59,技术部,经理
20204,jnathan@nacore.com,jnathan,49,财务部,助理
20205,track.dl-ena@enron.com,track.dl-ena,33,技术部,专员
20206,rick.bellows@enron.com,rick.bellows,46,法务部,主管
20207,eva.tow@enron.com,eva.tow,51,法务部,专员
20208,newsletter@nakedwomansex.com,newsletter,46,管理层,助理
20209,gary.justice@enron.com,gary.justice,38,市场部,助理
20210,anthony.sexton@enron.com,anthony.sexton,23,技术部,专员
20211,lodonnell@spbank.com,lodonnell,36,市场部,分析师
20212,reiscast__wave_two.um.a.1013.241@reis-reports.unitymail.net,reiscast__wave_two.um.a.1013.241,24,技术部,主管
20213,listservices@open2win.1ll0.net,listservices,34,技术部,总监
20214,reagan.mathews@enron.com,reagan.mathews,31,人力资源,主管
20215,einsighthtml@spector.ftenergy.com,einsighthtml,52,市场部,总监
20216,candy.bywaters@enron.com,candy.bywaters,35,客服部,分析师
20217,iain.greig@enron.com,iain.greig,38,法务部,主管
20218,darla.saucier@enron.com,darla.saucier,60,市场部,主管
20219,george.mcclellan@enron.com,george.mcclellan,41,市场部,总监
20220,joseph.des@enron.com,joseph.des,23,管理层,总监
20221,bill.cordes@enron.com,bill.cordes,46,销售部,分析师
20222,mike.roberts@enron.com,mike.roberts,34,市场部,总监
20223,cathy.de@enron.com,cathy.de,37,市场部,分析师
20224,david.mally@enron.com,david.mally,41,市场部,总监
20225,calxa@aol.com,calxa,24,法务部,总监
20226,sarabeth.smith@enron.com,sarabeth.smith,49,法务部,经理
20227,alex.hernandez@enron.com,alex.hernandez,54,法务部,经理
20228,dayem.khandker@enron.com,dayem.khandker,48,客服部,经理
20229,delivers@amazon.com,delivers,49,法务部,分析师
20230,michael.farmer@enron.com,michael.farmer,51,财务部,助理
20231,xtrain08@enron.com,xtrain08,33,管理层,总监
20232,amanda.day@enron.com,amanda.day,56,客服部,助理
20233,amanda.martin@enron.com,amanda.martin,49,管理层,专员
20234,weldon.charlie@enron.com,weldon.charlie,37,市场部,专员
20235,chad.ihrig@enron.com,chad.ihrig,50,人力资源,助理
20236,jeffrey.molinaro@enron.com,jeffrey.molinaro,58,销售部,专员
20237,monique.sanchez@enron.com,monique.sanchez,23,客服部,专员
20238,kelli.stevens@enron.com,kelli.stevens,33,客服部,主管
20239,edward.gottlob@enron.com,edward.gottlob,44,管理层,专员
20240,chris.lambie@enron.com,chris.lambie,39,管理层,总监
20241,matthew.lenhart@enron.com,matthew.lenhart,22,人力资源,经理
20242,1.11913372.-2@multexinvestornetwork.com,1.11913372.-2,37,销售部,助理
20243,bounce-news-932653@lists.autoweb.com,bounce-news-932653,57,人力资源,分析师
20244,ed.clark@enron.com,ed.clark,52,客服部,助理
20245,vince.kaminski@enron.com,vince.kaminski,23,市场部,专员
20246,derek.wilson@enron.com,derek.wilson,36,销售部,分析师
20247,tom.chapman@enron.com,tom.chapman,37,管理层,分析师
20248,n@enron.com,n,59,法务部,助理
20249,slafontaine@globalp.com,slafontaine,57,法务部,助理
20250,zimam@enron.com,zimam,57,法务部,专员
20251,starwood@spg.0mm.com,starwood,51,管理层,专员
20252,mark.breese@enron.com,mark.breese,38,人力资源,经理
20253,james.derrick@enron.com,james.derrick,34,法务部,经理
20254,deborah.guillory@enron.com,deborah.guillory,56,财务部,主管
20255,e-mail <.christopher@enron.com>,e-mail <.christopher,35,客服部,专员
20256,israel.estrada@enron.com,israel.estrada,59,管理层,经理
20257,don.hawkins@enron.com,don.hawkins,34,管理层,主管
20258,george.mccormick@enron.com,george.mccormick,45,财务部,专员
20259,george_ellis@americas.bnpparibas.com,george_ellis,22,财务部,专员
20260,jeff.klotz@enron.com,jeff.klotz,24,技术部,总监
20261,linda.robertson@enron.com,linda.robertson,40,财务部,分析师
20262,michael.gapinski@painewebber.com,michael.gapinski,53,市场部,经理
20263,hollis.hendrickson@enron.com,hollis.hendrickson,58,管理层,助理
20264,lydia.delgado@enron.com,lydia.delgado,52,客服部,专员
20265,bob.jordan@compaq.com,bob.jordan,33,技术部,专员
20266,millie.smaardyk@ourclub.com,millie.smaardyk,52,市场部,经理
20267,shelly.mendel@enron.com,shelly.mendel,47,客服部,经理
20268,jennifer.cutaia@enron.com,jennifer.cutaia,58,技术部,主管
20269,jeffrey.jackson@enron.com,jeffrey.jackson,31,管理层,经理
20270,ddrxbri@msn.com,ddrxbri,37,市场部,总监
20271,firstdata9857@gmx.co.uk,firstdata9857,48,人力资源,总监
20272,karen@mpenner.com,karen,46,客服部,助理
20273,b..boxx@enron.com,b..boxx,41,销售部,专员
20274,jennifer.stewart@enron.com,jennifer.stewart,58,技术部,总监
20275,bob.shults@enron.com,bob.shults,28,人力资源,分析师
20276,jenwhite7@zdnetmail.com,jenwhite7,35,管理层,分析师
20277,chris.figueroa@enron.com,chris.figueroa,27,财务部,主管
20278,anthony.mends@enron.com,anthony.mends,33,市场部,主管
20279,continental_airlines_inc@coair.rsc01.com,continental_airlines_inc,22,销售部,助理
20280,alexandra.villarreal@enron.com,alexandra.villarreal,60,客服部,专员
20281,dale.smith@enron.com,dale.smith,24,人力资源,专员
20282,kelly.higgason@enron.com,kelly.higgason,40,客服部,经理
20283,book-news@amazon.com,book-news,36,管理层,分析师
20284,maryrichards7@hotmail.com,maryrichards7,59,人力资源,助理
20285,craig.mack@enron.com,craig.mack,29,人力资源,分析师
20286,r..guillen@enron.com,r..guillen,31,管理层,主管
20287,jennifer.riley@enron.com,jennifer.riley,26,技术部,主管
20288,laura.vuittonet@enron.com,laura.vuittonet,41,管理层,助理
20289,nicholasnelson@centurytel.net,nicholasnelson,29,客服部,分析师
20290,#25.training@enron.com,#25.training,41,销售部,专员
20291,e-mail <.tina@enron.com>,e-mail <.tina,54,客服部,助理
20292,richard.ring@enron.com,richard.ring,27,技术部,助理
20293,darryn.graham@enron.com,darryn.graham,42,管理层,经理
20294,suzanne.christiansen@enron.com,suzanne.christiansen,27,人力资源,分析师
20295,warrick.franklin@enron.com,warrick.franklin,58,技术部,分析师
20296,fred.lagrasta@enron.com,fred.lagrasta,39,技术部,主管
20297,bnelson@situscos.com,bnelson,52,客服部,专员
20298,victoria.versen@enron.com,victoria.versen,33,销售部,分析师
20299,bob.mcauliffe@enron.com,bob.mcauliffe,53,市场部,助理
20300,mfindsen@houston.rr.com,mfindsen,44,销售部,专员
20301,dan_morgridge@hp.com,dan_morgridge,42,市场部,主管
20302,tom.donohoe@enron.com,tom.donohoe,43,销售部,分析师
20303,geroge.sayers@enron.com,geroge.sayers,53,管理层,分析师
20304,david.gallagher@enron.com,david.gallagher,47,技术部,助理
20305,maria.mitchell@enron.com,maria.mitchell,27,法务部,专员
20306,john.allison@enron.com,john.allison,42,市场部,助理
20307,tom.alonso@enron.com,tom.alonso,54,技术部,分析师
20308,gurmeet.kudhail@enron.com,gurmeet.kudhail,56,客服部,助理
20309,msimpkins@winstead.com,msimpkins,25,人力资源,总监
20310,e-mail <.stanton@enron.com>,e-mail <.stanton,45,客服部,分析师
20311,julissa.marron@enron.com,julissa.marron,50,技术部,主管
20312,amy.fitzpatrick@enron.com,amy.fitzpatrick,39,财务部,专员
20313,danielle.stephens@enron.com,danielle.stephens,50,客服部,经理
20314,gregory.lind@enron.com,gregory.lind,23,人力资源,分析师
20315,lisa.jacobson@enron.com,lisa.jacobson,32,管理层,总监
20316,randy.matson@enron.com,randy.matson,22,销售部,经理
20317,savita.puthigai@enron.com,savita.puthigai,36,市场部,助理
20318,e-mail <.herman@enron.com>,e-mail <.herman,29,财务部,助理
20319,hilda.lindley@enron.com,hilda.lindley,40,管理层,助理
20320,govind.pentakota@enron.com,govind.pentakota,52,客服部,主管
20321,steve.irvin@enron.com,steve.irvin,51,财务部,助理
20322,julia.murray@enron.com,julia.murray,34,财务部,经理
20323,robert.superty@enron.com,robert.superty,39,销售部,专员
20324,western.price.survey.contacts@ren-6.cais.net,western.price.survey.contacts,54,管理层,经理
20325,george.phillips@enron.com,george.phillips,40,管理层,总监
20326,cwomack@rice.edu,cwomack,59,客服部,主管
20327,brett.wiggs@enron.com,brett.wiggs,50,客服部,专员
20328,aaron.armstrong@enron.com,aaron.armstrong,43,销售部,助理
20329,chris.foster@enron.com,chris.foster,42,人力资源,分析师
20330,bill.kefalas@enron.com,bill.kefalas,37,销售部,主管
20331,monique.mcfarland@enron.com,monique.mcfarland,48,技术部,专员
20332,j.swiber@enron.com,j.swiber,52,销售部,助理
20333,traders.eol@enron.com,traders.eol,31,客服部,经理
20334,tetteh.canacoo@enron.com,tetteh.canacoo,30,法务部,经理
20335,harry.arora@enron.com,harry.arora,50,市场部,总监
20336,sachin.gandhi@enron.com,sachin.gandhi,51,技术部,分析师
20337,ellen.fowler@enron.com,ellen.fowler,31,销售部,分析师
20338,carmen.perez@fedex.com,carmen.perez,31,市场部,助理
20339,rvotruba@eliaspress.com,rvotruba,38,法务部,总监
20340,ywang@enron.com,ywang,47,市场部,专员
20341,wendy.conwell@enron.com,wendy.conwell,56,销售部,专员
20342,lenhart.matt@enron.com,lenhart.matt,53,技术部,总监
20343,clickathome@enron.com,clickathome,26,人力资源,分析师
20344,edgar.castro@enron.com,edgar.castro,40,人力资源,分析师
20345,niamh.clarke@enron.com,niamh.clarke,27,销售部,经理
20346,jean.killough@enron.com,jean.killough,28,客服部,主管
20347,daniel.kang@enron.com,daniel.kang,41,技术部,经理
20348,chad.pennix@enron.com,chad.pennix,42,技术部,专员
20349,jerry.newton@enron.com,jerry.newton,44,法务部,助理
20350,garland.lynn@enron.com,garland.lynn,31,人力资源,总监
20351,craig.taylor@enron.com,craig.taylor,48,财务部,主管
20352,diane.salcido@enron.com,diane.salcido,33,市场部,总监
20353,diana.scholtes@enron.com,diana.scholtes,46,人力资源,助理
20354,bmg_support@adm.chtah.com,bmg_support,59,财务部,主管
20355,adam.bayer@enron.com,adam.bayer,51,管理层,助理
20356,biral.raja@enron.com,biral.raja,38,技术部,助理
20357,john.allario@enron.com,john.allario,40,财务部,经理
20358,mitch.robinson@enron.com,mitch.robinson,50,法务部,总监
20359,elspeth.inglis@enron.com,elspeth.inglis,41,销售部,分析师
20360,bill.berkeland@enron.com,bill.berkeland,38,客服部,专员
20361,nick.politis@enron.com,nick.politis,34,销售部,助理
20362,claire.viejou@enron.com,claire.viejou,28,人力资源,助理
20363,wise.counsel@lpl.com,wise.counsel,58,法务部,总监
20364,troberts@dyalroberts.com,troberts,40,管理层,经理
20365,elizabeth.webb@enron.com,elizabeth.webb,47,管理层,经理
20366,amy.jones@enron.com,amy.jones,58,技术部,总监
20367,andreas.barschkis@enron.com,andreas.barschkis,53,管理层,主管
20368,andrew.fastow@enron.com,andrew.fastow,60,法务部,主管
20369,dexter@intelligencepress.com,dexter,34,管理层,分析师
20370,jason.choate@enron.com,jason.choate,30,市场部,分析师
20371,cabramo@bloomberg.net,cabramo,24,管理层,助理
20372,#2.martin@enron.com,#2.martin,24,法务部,分析师
20373,william.bradford@enron.com,william.bradford,30,市场部,专员
20374,sales@popswine.com,sales,42,销售部,主管
20375,e-mail <.theresa@enron.com>,e-mail <.theresa,34,财务部,总监
20376,sara.shackleton@enron.com,sara.shackleton,45,管理层,主管
20377,scullion.chuck@bcg.com,scullion.chuck,38,客服部,专员
20378,andy.chun@enron.com,andy.chun,43,市场部,助理
20379,christy.lobusch@enron.com,christy.lobusch,26,财务部,主管
20380,hicham.benjelloun@enron.com,hicham.benjelloun,47,法务部,经理
20381,elsa.piekielniak@enron.com,elsa.piekielniak,47,技术部,专员
20382,virawan.yawapongsiri@enron.com,virawan.yawapongsiri,56,市场部,助理
20383,hal.bertram@enron.com,hal.bertram,45,管理层,总监
20384,bobregon@bga.com,bobregon,46,法务部,经理
20385,pallen@ect.enron.com,pallen,36,客服部,经理
20386,michael.kushner@enron.com,michael.kushner,57,法务部,总监
20387,ned.higgins@enron.com,ned.higgins,36,市场部,分析师
20388,zachary.mccarroll@enron.com,zachary.mccarroll,51,管理层,分析师
20389,mark.jeffries@enron.com,mark.jeffries,48,市场部,主管
20390,amitava.dhar@enron.com,amitava.dhar,24,技术部,专员
20391,e.bowman@enron.com,e.bowman,53,市场部,经理
20392,janet.dietrich@enron.com,janet.dietrich,37,财务部,助理
20393,kolinge@enron.com,kolinge,51,法务部,分析师
20394,business_alert@listserv.dowjones.com,business_alert,56,销售部,总监
20395,charlene.jackson@enron.com,charlene.jackson,31,销售部,分析师
20396,barry.tycholiz@enron.com,barry.tycholiz,28,客服部,总监
20397,bruce.mills@enron.com,bruce.mills,48,管理层,经理
20398,alex.wong@enron.com,alex.wong,45,人力资源,助理
20399,lisa.woods@enron.com,lisa.woods,50,人力资源,专员
20400,suzanne.vann@enron.com,suzanne.vann,28,法务部,总监
20401,laura.glenn@enron.com,laura.glenn,44,技术部,助理
20402,jungsuk.suh@enron.com,jungsuk.suh,39,人力资源,经理
20403,jennifer.denny@enron.com,jennifer.denny,51,市场部,分析师
20404,jpotieno@cmsenergy.com,jpotieno,35,技术部,经理
20405,stephen.morse@enron.com,stephen.morse,43,人力资源,主管
20406,caron.stark@enron.com,caron.stark,58,人力资源,经理
20407,douglas.cummins@enron.com,douglas.cummins,57,人力资源,总监
20408,chetan.paipanandiker@enron.com,chetan.paipanandiker,35,人力资源,专员
20409,patrick.danaher@enron.com,patrick.danaher,31,技术部,专员
20410,george.hopley@enron.com,george.hopley,31,财务部,总监
20411,maria.garza@enron.com,maria.garza,38,财务部,经理
20412,ress.young@enron.com,ress.young,23,财务部,经理
20413,hal.elrod@enron.com,hal.elrod,44,人力资源,总监
20414,brant.reves@enron.com,brant.reves,42,技术部,主管
20415,steve.van@enron.com,steve.van,38,技术部,主管
20416,fzerilli@optonline.net,fzerilli,48,市场部,分析师
20417,jesse.bryson@enron.com,jesse.bryson,26,客服部,助理
20418,utku.gulmeden@enron.com,utku.gulmeden,45,市场部,助理
20419,david.hoog@enron.com,david.hoog,54,人力资源,总监
20420,ricky.collier@enron.com,ricky.collier,24,管理层,助理
20421,shonnie.daniel@enron.com,shonnie.daniel,23,技术部,助理
20422,matt.motley@enron.com,matt.motley,47,销售部,分析师
20423,mark.symms@enron.com,mark.symms,28,客服部,分析师
20424,erik.simpson@enron.com,erik.simpson,50,市场部,经理
20425,ben.glisan@enron.com,ben.glisan,42,财务部,经理
20426,mark.hudgens@enron.com,mark.hudgens,30,管理层,总监
20427,slewis2@enron.com,slewis2,59,法务部,助理
20428,jennifer.martinez@enron.com,jennifer.martinez,60,管理层,助理
20429,kyle.kitagawa@enron.com,kyle.kitagawa,54,销售部,经理
20430,hap.boyd@enron.com,hap.boyd,29,人力资源,助理
20431,jody.crook@enron.com,jody.crook,50,人力资源,助理
20432,execed@wharton.upenn.edu,execed,43,客服部,助理
